Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Cumulative_Return,MA_20,MA_50,Volatility_7,Volatility_30,Spread
2025-03-31,35.51716917613687,35.655815741159124,35.23459445625718,35.472260395609425,35.472260395609425,4468537,,,,,,,0.011874667140019167
2025-04-01,35.53775966285526,35.92175705621322,35.541673779761695,35.60026466210437,35.60026466210437,2054767,0.003608573715555785,0.003608573715555785,,,,,0.010676417157541853
2025-04-02,35.66681905299982,35.88147459953582,35.658055414075,35.665094590950055,35.665094590950055,1883574,0.0018210518787151742,0.005436196994215159,,,,,0.0062643654257267
2025-04-03,35.340728387093996,35.69098099545461,35.12912122861906,35.520326154538225,35.520326154538225,1318365,-0.00405910703650747,0.0013550238522366254,,,,,0.015817978821226583
2025-04-04,35.679681073317845,35.61632589926328,35.3604341220352,35.60813548474216,35.60813548474216,2843313,0.002472086822117081,0.0038304604109624663,,,,,0.0071863290156747245
2025-04-07,35.65397565039635,35.995971734522,35.494914194281904,35.704888065749444,35.704888065749444,4526601,0.00271714819352864,0.006558016533077193,,,,,0.014033303768308011
2025-04-08,35.31445283600049,35.71827121473993,34.88693397385906,35.31606507239389,35.31606507239389,4619178,-0.010889909321086466,-0.004403308993380706,,,,,0.02353991700878125
2025-04-09,35.60748423599041,35.667983364800904,35.39170097928765,35.62962607121567,35.62962607121567,1661363,0.008878707131698027,0.004436302447354823,,,0.006334751244182334,,0.007754288101733889
2025-04-10,35.50992448644862,35.65740389417924,35.518960325703404,35.53653293771897,35.53653293771897,2587484,-0.0026128013050327192,0.0018119099654980708,,,0.006286695220189043,,0.0038958096649009313
2025-04-11,35.7402417625557,35.86579075839574,35.39171257707075,35.70979269837862,35.70979269837862,1580691,0.004875539236292692,0.00669628323992022,,,0.006553840131708522,,0.013275859239208527
2025-04-14,35.89197292879699,35.88917133967929,35.381430586648115,35.8558288070659,35.8558288070659,1293474,0.004089525523734094,0.010813193384878073,,,0.0063935160435832535,,0.014160619623750386
2025-04-15,35.73563546242394,36.03216742593846,35.654650247072915,35.66872933136458,35.66872933136458,1423926,-0.005218104891900999,0.005538664115678271,,,0.006817516638740283,,0.010583981710096509
2025-04-16,35.202886335357455,35.469576658946536,35.41094888176581,35.414762645392855,35.414762645392855,3406038,-0.007120149518429986,-0.0016209215193877524,,,0.007228786240833301,,0.0016554615307679211
2025-04-17,36.05568140218586,36.18905245829927,35.97097423978631,36.11321333258641,36.11321333258641,4527812,0.019722020847269928,0.018069131479885092,,,0.009309275147162763,,0.006038737580745372
2025-04-18,36.14270632066305,36.18584875747857,35.8855511329581,36.029133281795986,36.029133281795986,4629403,-0.0023282350982197775,0.015698827195559595,,,0.009138149462479487,,0.008334855633959855
2025-04-21,35.87482303511323,36.061610943191525,35.800730503353215,35.95605649726233,35.95605649726233,2297105,-0.0020282692886919307,0.013638716457798461,,,0.009095491392800343,,0.007255535374358232
2025-04-22,35.56508054582288,35.82455620599917,35.40442430803638,35.53080864018941,35.53080864018941,3902519,-0.011826876985391754,0.0016505360506215982,,,0.010245712679605855,,0.011824439522819434
2025-04-23,34.97207585065877,35.162038148690264,35.07650904309439,35.08682048735633,35.08682048735633,4121643,-0.012495864007184054,-0.010865952830589998,,,0.010860126606249097,,0.0024376419523876552
2025-04-24,35.340663420830545,35.49148643508183,35.045696708813225,35.298109360713525,35.298109360713525,4336543,0.006021887148005778,-0.0049094992242856295,,,0.011306556089725197,,0.01262928055758044
2025-04-25,34.933387682391064,35.054347393148845,34.39742650331011,34.91466544250886,34.91466544250886,4939954,-0.010863015757762717,-0.01571918301461217,35.58155569798185,,0.011701732867566341,,0.018815041803004973
2025-04-28,34.9093025584789,35.22541095690739,34.692204843355135,34.905651599812714,34.905651599812714,3109817,-0.00025816780948373363,-0.015973292637050163,35.553225258192015,,0.007034350516553951,,0.015275638445755718
2025-04-29,35.047142428956676,35.50111779633176,34.93405496569839,35.09127101880411,35.09127101880411,2076673,0.005317746854277106,-0.010740487709446134,35.527775576027,,0.008012387930181117,,0.016159654927560402
2025-04-30,34.712126301999646,34.89076745509976,34.656264878405956,34.68195740235905,34.68195740235905,3353769,-0.011664257365477493,-0.022279465262049936,35.47861871659745,,0.008484495611879535,,0.006761515042915533
2025-05-01,34.53572151698496,34.529469776816796,34.247766466557984,34.456649932325355,34.456649932325355,1566512,-0.006496388523283714,-0.02863111772290039,35.4254349054868,,0.008006916403359845,,0.008175586158610677
2025-05-02,34.53065710138316,34.56551929245445,34.48362207616374,34.51268119307674,34.51268119307674,2130956,0.001626137795213145,-0.027051538070335668,35.37066219090354,,0.0073652910367080935,,0.0023729601253679048
2025-05-05,34.57196197001985,34.68460216812883,34.596492421516814,34.66964424711342,34.66964424711342,2136408,0.004547982034735831,-0.02262658594475575,35.318899999971734,,0.007103107265698129,,0.0025414090200638713
2025-05-06,34.63461333700811,34.81028876423442,34.10242336111941,34.56594930594852,34.56594930594852,1420525,-0.0029909433285727482,-0.025549854437048602,35.28139421164947,,0.006121344817695974,,0.020478691235978584
2025-05-07,34.54975493238895,34.753923546750954,34.230584260292154,34.509872455221824,34.509872455221824,2478618,-0.0016223147881850863,-0.027130719318544494,35.22540653084978,,0.006099986700116255,,0.015164915116329596
2025-05-08,34.46455183696544,34.4311050443961,33.975777210220976,34.43025928847978,34.43025928847978,4220638,-0.002306967863916154,-0.029375097484867885,35.17009284838782,,0.00528235599135778,,0.013224641451581316
2025-05-09,34.36180022995259,34.63822084911213,34.093977506075866,34.412742175405405,34.412742175405405,4365667,-0.0005087708729581975,-0.029868923163835492,35.10524032223916,,0.0035144218277818056,,0.015815169284162184
2025-05-12,34.11235671363673,34.2653690800346,33.64840480169288,34.11666619589393,34.11666619589393,4405820,-0.008603672965157738,-0.03821561368227011,35.01828219168056,,0.004095237463692847,0.007168521279354486,0.01808395564792846
2025-05-13,34.22195606123904,34.21131599058053,34.09494641712941,34.14582744852522,34.14582744852522,1595155,0.0008547509438305845,-0.037393527570303564,34.94213709753859,,0.004009453445455203,0.007121330287852962,0.0034080173815248904
2025-05-14,34.21597203408433,34.502101042527165,34.169312946126475,34.20565864772756,34.20565864772756,2548836,0.001752225781979977,-0.03570682369141143,34.88168189765533,,0.003396880626233583,0.007120279495229605,0.009729036351206161
2025-05-15,34.004526195419295,34.25910084455388,33.65095804853329,33.93239408814012,33.93239408814012,4428528,-0.007988869982060498,-0.04341043650152887,34.77264093543301,,0.004110332790275536,0.007207127375772944,0.01792218947006578
2025-05-16,33.74257852730753,34.07273448222703,33.66941426309072,33.75070029835496,33.75070029835496,2657134,-0.005354582093830773,-0.04853257384938314,34.65871928626096,,0.004198659195153277,0.0072001042349305955,0.01194998075805742
2025-05-19,34.052398173664315,34.11990862323902,33.77904608046464,34.05999616744287,34.05999616744287,4943515,0.009164131895153194,-0.039813200862196974,34.56391626976998,,0.00630143630601984,0.007430827941969273,0.01000770936962711
2025-05-20,33.86083040553574,33.896489417434324,33.82023742865142,33.88557413251019,33.88557413251019,2445152,-0.005121023328223395,-0.04473033986003383,34.481654544386025,,0.006417364202870951,0.007253159930065814,0.0022502787907539147
2025-05-21,34.163228595471686,34.31596320166023,33.92945942561987,34.14480392614077,34.14480392614077,3000299,0.007650152026843271,-0.03742238173333223,34.43455371632525,,0.006644480539680219,0.007196653231389806,0.011319548850724608
2025-05-22,33.963623733745045,34.213131631191075,33.838567541991885,33.888817737904695,33.888817737904695,4840154,-0.007497075947186627,-0.0446388992425395,34.364089135184805,,0.00721905670213379,0.007279968399942788,0.01105273403445524
2025-05-23,33.936128067148125,34.06096478639182,33.83649442301063,33.89827067859099,33.89827067859099,1539006,0.00027893981901061515,-0.04437241099000444,34.313269396988915,,0.007144616251591924,0.007187731150105628,0.006621882440833824
2025-05-26,34.010157281166954,34.00059069587151,33.670165525530784,33.98932832544047,33.98932832544047,2524772,0.0026862033085064407,-0.04180540099870578,34.2674532332703,,0.00658832147690201,0.007153177124005519,0.009721438657950962
2025-05-27,34.004802989927676,34.23418376869889,33.9373690475313,34.04034116194683,34.04034116194683,3577260,0.0015008486198351267,-0.040367295957261184,34.21490674042743,,0.0061068836363652535,0.00714621327923042,0.008719499013112045
2025-05-28,34.10021793614296,34.280540889579314,34.02521293140672,34.08631456137826,34.08631456137826,4416528,0.0013505563652465025,-0.039071257900517575,34.185124598378394,,0.005036914128996892,0.007084875185791512,0.007490629640022576
